author,date,time,favorites,hashtags,mentions,permalink,replies,retweets,term,text,tweet_id,username
25073877,25-04-2015,11:27:00,68,,@ @,https://twitter.com/realDonaldTrump/status/591986962627751936,9,21,realDonaldTrump,""" @ _Sierra03_: Really hope @ realDonaldTrump decides to run for president. Would love for my first time voting for president to be for him.",_591986962627751936,realDonaldTrump
25073877,25-04-2015,11:25:00,13,,@ @ @,https://twitter.com/realDonaldTrump/status/591986485416566785,4,9,realDonaldTrump,""" @ petemsgt1787: @ realDonaldTrump I get why you don't like Goldberg...self-righteous word smithy"" True, but with zero talent. @ NRO",_591986485416566785,realDonaldTrump
25073877,25-04-2015,11:24:00,564,,,https://twitter.com/realDonaldTrump/status/591986076979482624,116,321,realDonaldTrump,"I don't know if Hillary will be able to run, she is a walking time bomb!",_591986076979482624,realDonaldTrump
25073877,25-04-2015,11:20:00,47,,@,https://twitter.com/realDonaldTrump/status/591985150575190016,7,27,realDonaldTrump,. @ PennyPritzker Really important to cover currency manipulation in trade agreements - that's where China and others are beating us. Best!,_591985150575190016,realDonaldTrump
25073877,25-04-2015,11:15:00,40,,@ @,https://twitter.com/realDonaldTrump/status/591983756321366016,21,25,realDonaldTrump,""" @ williamgardanis: @ realDonaldTrump To fix America requires SUPERMAN but there is ONE BETTER - DJT"" We must MAKE AMERICA GREAT AGAIN!",_591983756321366016,realDonaldTrump
25073877,25-04-2015,11:13:00,282,,@,https://twitter.com/realDonaldTrump/status/591983418906419201,115,376,realDonaldTrump,. @ NRO Really important to save National Review from going out of business. We need a true conservative voice!,_591983418906419201,realDonaldTrump
25073877,25-04-2015,11:10:00,37,,@ @,https://twitter.com/realDonaldTrump/status/591982627906842624,15,26,realDonaldTrump,""" @ Jackson_Tweets: @ realDonaldTrump you will cream Hillary Clinton in a debate!"" I create jobs and build, but should be able to do just fine!",_591982627906842624,realDonaldTrump
25073877,25-04-2015,11:08:00,20,,@ravgames @ @ @,https://twitter.com/realDonaldTrump/status/591982240944549888,11,10,realDonaldTrump,"""@ravgames: . @ realDonaldTrump Serious question, Mr. Trump: Why don't you like @ JonahNRO?"" Because he is not good at what he does- @ NRO dying",_591982240944549888,realDonaldTrump
25073877,25-04-2015,11:05:00,15,,@ @ @ @,https://twitter.com/realDonaldTrump/status/591981449802358784,6,12,realDonaldTrump,""" @ gmbaku: @ realDonaldTrump @ littlevd23 @ TSRowan Plus fabulous, fantastic, great and tenacious."" Love those words.",_591981449802358784,realDonaldTrump
25073877,25-04-2015,10:52:00,176,,@ @,https://twitter.com/realDonaldTrump/status/591978180761747456,23,84,realDonaldTrump,""" @ DoreenHunns: @ realDonaldTrump We need you in the White House. Straighten out all the mess. Set them straight."" Watch.",_591978180761747456,realDonaldTrump
25073877,25-04-2015,10:50:00,124,,@,https://twitter.com/realDonaldTrump/status/591977692272164864,30,59,realDonaldTrump,""" @ injebbin: Driving thru major world cities & seeing ur name as a brand on spectacular buildings! Trump won in life. pic.twitter.com/MwV73GyXCw""",_591977692272164864,realDonaldTrump
25073877,25-04-2015,10:43:00,23,,@ @ @,https://twitter.com/realDonaldTrump/status/591975783721086976,12,15,realDonaldTrump,""" @ littlevd23: @ realDonaldTrump @ TSRowan The word spectacular, magnificent and amazing describe anything Mr.Trump puts his name on!""",_591975783721086976,realDonaldTrump
25073877,25-04-2015,10:40:00,646,,@,https://twitter.com/realDonaldTrump/status/591975121616777217,92,301,realDonaldTrump,". @ NRO Not much is as ""dead"" or irrelevant as National Review thanks to guidance of Goldberg, a total loser! Get some real talent or fold!",_591975121616777217,realDonaldTrump
25073877,25-04-2015,10:23:00,55,#,@ @,https://twitter.com/realDonaldTrump/status/591970735809245185,19,29,realDonaldTrump,""" @ bean1227: @ realDonaldTrump When are you announcing run # PresidentTrump !?"" Stay tuned!",_591970735809245185,realDonaldTrump
25073877,25-04-2015,10:16:00,15,,@ @ @,https://twitter.com/realDonaldTrump/status/591969013581897728,0,7,realDonaldTrump,""" @ JGibson271985: @ realDonaldTrump @ TSRowan I will give you that. Brilliant buildings in the Trump empire."" Thank you!",_591969013581897728,realDonaldTrump
25073877,25-04-2015,10:14:00,59,,@ @ @,https://twitter.com/realDonaldTrump/status/591968432855379969,26,75,realDonaldTrump,""" @ FuturisticUFO: Are you like another Ross Perot? @ RealDonaldTrump @ CNN"" Bigger, better, stronger and richer!",_591968432855379969,realDonaldTrump
25073877,25-04-2015,10:04:00,10,#,@ @ @ @PGA_com,https://twitter.com/realDonaldTrump/status/591966092152672256,2,8,realDonaldTrump,""" @ Patriotress: @ realDonaldTrump @ 316Place @PGA_com # Trump2016""",_591966092152672256,realDonaldTrump
